13;SZ;GVA;FCO;2016-12-19T07:00:00;2016-12-19T08:25:00
13;IT;FCO;VIE;2016-12-26T13:50:00;2016-12-26T15:35:00
13;AU;VIE;TFS;2017-01-07T03:00:00;2017-01-07T07:20:00
14;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
14;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
14;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
14;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
14;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
14;GM;MUC;ARN;2016-12-20T09:20:00;2016-12-20T11:30:00
14;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
14;QA;DOH;DXB;2016-12-28T11:50:00;2016-12-28T13:55:00
14;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
14;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
15;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
15;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
15;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
15;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
15;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
15;GM;MUC;ARN;2016-12-20T09:20:00;2016-12-20T11:30:00
15;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
15;QA;DOH;DXB;2016-12-28T09:50:00;2016-12-28T12:00:00
15;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
15;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
16;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
16;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
16;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
16;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
16;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
16;GM;MUC;ARN;2016-12-20T11:55:00;2016-12-20T14:05:00
16;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
16;QA;DOH;DXB;2016-12-28T11:50:00;2016-12-28T13:55:00
16;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
16;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
17;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
17;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
17;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
17;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
17;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
17;GM;MUC;ARN;2016-12-20T11:55:00;2016-12-20T14:05:00
17;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
17;QA;DOH;DXB;2016-12-28T09:50:00;2016-12-28T12:00:00
17;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
17;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
18;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
18;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
18;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
18;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
18;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
18;GM;MUC;ARN;2016-12-20T15:30:00;2016-12-20T17:40:00
18;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
18;QA;DOH;DXB;2016-12-28T11:50:00;2016-12-28T13:55:00
18;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
18;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
19;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
19;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
19;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
19;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
19;CA;YYZ;MUC;2016-12-01T20:10:00;2016-12-02T10:00:00
19;GM;MUC;ARN;2016-12-20T15:30:00;2016-12-20T17:40:00
19;SW;ARN;DOH;2016-12-26T09:20:00;2016-12-26T17:25:00
19;QA;DOH;DXB;2016-12-28T09:50:00;2016-12-28T12:00:00
19;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
19;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
20;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
20;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
20;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
